,Unnamed: 0,binomial,country,continent,genus,family,UUID,class_id,snake_sub_family,poisonous,X,Y,height,width
2395,2395,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,11568194274f46f3bfd597915683face,73,Boiga kraepelini,0,0.50328,0.40225923,0.55372673,0.8815695
2396,2396,Boiga kraepelini,China,Asia,Boiga,Colubridae,1bbdac484060443c871576c91dc87cd8,73,Boiga kraepelini,0,0.3709394,0.53718805,0.86571324,0.6971418
2397,2397,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,b0b1392e130f450f8627037662bc0d21,73,Boiga kraepelini,0,0.32128763,0.6344229,0.70575047,0.63832766
2398,2398,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,245f211747bb496b921bcca0bb76c9b5,73,Boiga kraepelini,0,0.49723554,0.49484518,0.85584193,0.9582038
2399,2399,Boiga kraepelini,China,Asia,Boiga,Colubridae,33d0c0033d4d44fa84c1ca62473412ac,73,Boiga kraepelini,0,0.48191577,0.57359564,0.6277232,0.88133687
2400,2400,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,98f8f67397534446b80360f5a6206288,73,Boiga kraepelini,0,0.430146,0.50679904,0.7373094,0.7588314
2401,2401,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,97815fa1a09845dea1972952b7ee8bbf,73,Boiga kraepelini,0,0.5726589,0.4354507,0.5213983,0.9035106
2402,2402,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,a392f30dd79b46ef808c17bee1a37f95,73,Boiga kraepelini,0,0.40809372,0.65290916,0.67048734,0.6190135
2403,2403,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,bed5034452fe4fccbe8013bc61ef24c8,73,Boiga kraepelini,0,0.49787793,0.5814713,0.7938537,0.87238526
2404,2404,Boiga kraepelini,China,Asia,Boiga,Colubridae,349068c5c0e9457f9621cb5608acf356,73,Boiga kraepelini,0,0.510628,0.4145199,0.89358443,1.0189224
2405,2405,Boiga kraepelini,China,Asia,Boiga,Colubridae,4b08c4c0fe704531b7d54ca229b404d1,73,Boiga kraepelini,0,0.45141187,0.5598471,0.6581812,0.7187941
2406,2406,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,637fbaae69104b93bf6aa7887e014c95,73,Boiga kraepelini,0,0.63190144,0.6270201,0.75839216,0.8542823
2407,2407,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,443c65a355a642b29d4afb56729d532d,73,Boiga kraepelini,0,0.40320158,0.4760769,0.9911917,0.72297126
2408,2408,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,a3cc9f8007f9422280fff891dda62998,73,Boiga kraepelini,0,0.2861018,0.34195414,0.67803425,0.5750957
2409,2409,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,e31212da66f54143a814f7b05630e270,73,Boiga kraepelini,0,0.49601734,0.49917632,0.95519286,0.95985967
2410,2410,Boiga kraepelini,China,Asia,Boiga,Colubridae,93326c9614a149b7837f536a71536e9e,73,Boiga kraepelini,0,0.49054596,0.4847003,0.70377475,0.85230535
2411,2411,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,cf2f6fa58bd341e89e8d19c6be75c1b5,73,Boiga kraepelini,0,0.271886,0.33142045,0.67259055,0.483651
2412,2412,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,eb763c1056d348209cca4e06902243c0,73,Boiga kraepelini,0,0.49280506,0.49149507,0.58119774,0.5262074
2413,2413,Boiga kraepelini,China,Asia,Boiga,Colubridae,3804e4a790ad47e3ab42d0bf28a0fcfa,73,Boiga kraepelini,0,0.4861592,0.5035209,0.8187942,0.93348145
2414,2414,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,2989ee9343b34b57b1c00e57ce095f9c,73,Boiga kraepelini,0,0.6512939,0.6142473,0.47468898,0.6333518
2415,2415,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,509bc8645cd3409b800e6a00b28b1c8d,73,Boiga kraepelini,0,0.5857694,0.5543975,0.86025107,0.85449684
2416,2416,Boiga kraepelini,China,Asia,Boiga,Colubridae,3d6eccea376846839cd5ea8ee81fbfeb,73,Boiga kraepelini,0,0.48625812,0.47855353,0.92284304,0.9265238
2417,2417,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,6c90c99a0d6348b9b851d0dbc5d5a929,73,Boiga kraepelini,0,0.5026163,0.5086735,0.5588304,0.7687758
2418,2418,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,70f37a879e8f4f56be491b0707115dee,73,Boiga kraepelini,0,0.8181695,0.678538,0.518282,0.3593908
2419,2419,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,a95044cfd25d4ada8967e5c5b7a858d5,73,Boiga kraepelini,0,0.53549516,0.5332197,0.84051096,0.8588737
2420,2420,Boiga kraepelini,China,Asia,Boiga,Colubridae,89541e17935b44a88a07de95a5858e84,73,Boiga kraepelini,0,0.6284752,0.5995166,0.37008956,0.34359676
2421,2421,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,9f37d25f08e94f74a09cf8af8e984e10,73,Boiga kraepelini,0,0.62732977,0.48998564,0.6206349,0.6185969
2422,2422,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,18db3d1248d4426e886be22653ed28db,73,Boiga kraepelini,0,0.6891681,0.45415193,0.7653268,0.6032263
2423,2423,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,adced7363ac54dc4996841c6b29d9492,73,Boiga kraepelini,0,0.5040577,0.50492424,0.8384207,0.5769072
2424,2424,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,cf31c6b8193f4b92adc2c40c0560c17f,73,Boiga kraepelini,0,0.49949908,0.4992536,0.9668873,1.003834
2425,2425,Boiga kraepelini,China,Asia,Boiga,Colubridae,5a9f15166e39490d8252683d0f651575,73,Boiga kraepelini,0,0.36247364,0.5354508,0.8127908,0.68421966
2426,2426,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,9db15229d9a4410389dc497e9cbae0aa,73,Boiga kraepelini,0,0.31899327,0.45022118,0.57542074,0.6397722
2427,2427,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,68aa19c361e34ac588798e24a60f9719,73,Boiga kraepelini,0,0.6685019,0.35477397,0.5830043,0.5441169
2428,2428,Boiga kraepelini,China,Asia,Boiga,Colubridae,b95ba2129a1648738a51fc7e08876cc0,73,Boiga kraepelini,0,0.5639286,0.5015033,0.8637738,0.7663445
2429,2429,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,6048a52689a94cf09b716d88c0e955fc,73,Boiga kraepelini,0,0.5732888,0.49287015,0.96516794,0.8354456
2430,2430,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,daf5e97fbba245deb11849ddb6531242,73,Boiga kraepelini,0,0.47214645,0.6448498,0.6935124,0.9024466
2431,2431,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,b25760148ef7416a8d7b07d352a96988,73,Boiga kraepelini,0,0.52843434,0.48794898,0.74761355,0.82374084
2432,2432,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,cae44cdb496d4c838e8f508d62db4482,73,Boiga kraepelini,0,0.44337976,0.35063168,0.66812366,0.803446
2433,2433,Boiga kraepelini,China,Asia,Boiga,Colubridae,84f2ae0822f941c38d1a03aa80f31632,73,Boiga kraepelini,0,0.3780176,0.5698987,0.4674701,0.7626597
2434,2434,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,1f53ab110b65485b9c9734289bdfe3ce,73,Boiga kraepelini,0,0.4288878,0.5657244,0.57976013,0.45241186
2435,2435,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,dadcaf753d794050a681da5f696b31c3,73,Boiga kraepelini,0,0.44098917,0.5707401,0.669384,1.0348258
2436,2436,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,97f576257d84403aa44793609dbee858,73,Boiga kraepelini,0,0.4351078,0.51347387,0.91090477,0.8338004
2437,2437,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,6e1fd37201a14e2f8caeee3c79fa9296,73,Boiga kraepelini,0,0.41403788,0.529099,0.7274847,0.7534491
2438,2438,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,ed7ae19988c74889b25b6a33815f23c0,73,Boiga kraepelini,0,0.47851866,0.46738872,0.81772536,0.91442716
2439,2439,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,453fbed115e44bc19bcc7fe27c2d53f9,73,Boiga kraepelini,0,0.43360043,0.49832305,0.9963748,0.85522664
2440,2440,Boiga kraepelini,China,Asia,Boiga,Colubridae,f72889f1562c48c89dde8ebe51420549,73,Boiga kraepelini,0,0.3820484,0.45043635,0.58921,0.7579965
2441,2441,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,fc8a5970d3304a24a8c3185dc028ae61,73,Boiga kraepelini,0,0.5370347,0.57112205,0.6017535,0.8280931
2442,2442,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,abe1e4612d6741b9a345f03cfd42def5,73,Boiga kraepelini,0,0.2846117,0.42700434,0.77808964,0.5134143
2443,2443,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,7c81982de4fe4b50a7bc11d794a89ee8,73,Boiga kraepelini,0,0.44100845,0.63283235,0.4517389,0.86316925
2444,2444,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,ae2beda58d9245aa9cb7ea9c3f840192,73,Boiga kraepelini,0,0.4271215,0.5654367,0.60501724,0.78538716
2445,2445,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,f38747ee06bf47df96f4f6eccad9828a,73,Boiga kraepelini,0,0.3879968,0.5671026,0.45981893,0.50961417
2446,2446,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,3c3be786fa3e41d3b42fd7174548cea0,73,Boiga kraepelini,0,0.6136709,0.44419563,0.7089039,0.8618032
2447,2447,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,3f8d094a554744809c67e1ecd81d6669,73,Boiga kraepelini,0,0.5590951,0.5689922,0.74892277,0.8081974
2448,2448,Boiga kraepelini,China,Asia,Boiga,Colubridae,505714d769a047af837aa4727a8de28e,73,Boiga kraepelini,0,0.44762555,0.501755,0.88426316,0.87718964
2449,2449,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,44574c14455e46b1b21b98bb9e102925,73,Boiga kraepelini,0,0.49542066,0.4970463,0.93809766,0.94470084
2450,2450,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,cd6626dfaee64c9ebb75008e2e399b91,73,Boiga kraepelini,0,0.58773863,0.48063436,0.63732845,0.8018301
2451,2451,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,c2b528b1e136405cb79ceffa8d1106d1,73,Boiga kraepelini,0,0.6885821,0.5843095,0.44421405,0.62944525
2452,2452,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,641b7660073141d29b30229eeb7ae427,73,Boiga kraepelini,0,0.3731597,0.45609185,0.80651855,0.6415778
2453,2453,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,b0a7e774fd724e67ba659dfa625bb09e,73,Boiga kraepelini,0,0.50187635,0.44896102,0.5626256,0.471316
2454,2454,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,4bada9179c9b4048bb1ea3f35e0fd377,73,Boiga kraepelini,0,0.5021137,0.40081173,0.74152535,0.8090242
2455,2455,Boiga kraepelini,China,Asia,Boiga,Colubridae,3ab89bd65bf3461eae3d30846e9502aa,73,Boiga kraepelini,0,0.48541424,0.43286255,0.8384443,0.9385168
2456,2456,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,4d73fcfa4bb54319b8daa9683e28423f,73,Boiga kraepelini,0,0.58716506,0.55515355,0.8722902,0.76256526
2457,2457,Boiga kraepelini,China,Asia,Boiga,Colubridae,6de92b3edd4c4065a775d56ee6529400,73,Boiga kraepelini,0,0.43174967,0.51194453,0.6297009,0.81983924
2458,2458,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,7cb30a4fff4f4528b6380898ace6113f,73,Boiga kraepelini,0,0.5587364,0.43952724,0.6856528,0.657226
2459,2459,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,21b0453f6aeb4634bfebfebae843a98d,73,Boiga kraepelini,0,0.5333964,0.42734796,0.7815753,0.86546516
2460,2460,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,2c142f1a101a490c84dc5051a8c7089f,73,Boiga kraepelini,0,0.49856788,0.6530332,0.6941803,1.0179883
2461,2461,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,a217e3b4d30143fb8fc9bfa0db2da8b3,73,Boiga kraepelini,0,0.40894887,0.55628705,0.9238617,0.8530767
2462,2462,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,72d537a06baa47d6a3dc1723a175b1b6,73,Boiga kraepelini,0,0.4213506,0.45460865,0.72147954,0.44398203
2463,2463,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,5cb98db7ddec4f2e924bf10668edd131,73,Boiga kraepelini,0,0.4289827,0.35094637,0.6521755,0.6987909
2464,2464,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,597503609d3a4cb7af48444a7bde18ac,73,Boiga kraepelini,0,0.22756274,0.3345536,0.6879111,0.3910447
2465,2465,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,428be034d1e247e3a7f63c2fda756f70,73,Boiga kraepelini,0,0.48824587,0.49543703,0.84354764,0.8967738
2466,2466,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,7859148b909948f39710183203f452f3,73,Boiga kraepelini,0,0.49652082,0.44088918,0.5874335,0.8673701
2467,2467,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,ca8f26a2c0d44c8082035a044c371d11,73,Boiga kraepelini,0,0.6832092,0.44271052,0.5799784,0.68266463
2468,2468,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,6c1b7b5d9e0d47d2af89aaf778540d23,73,Boiga kraepelini,0,0.4713077,0.49630845,0.59685504,0.9469418
2469,2469,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,24fd912248f44c5ebfb143e15a15e610,73,Boiga kraepelini,0,0.41073856,0.47866318,0.9379726,0.75140804
2470,2470,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,0f43fc70bde84337ac518cf2aa35b582,73,Boiga kraepelini,0,0.33103785,0.643826,0.700744,0.68438226
2471,2471,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,01f4a6e693f8442c9542429825cadc05,73,Boiga kraepelini,0,0.49766552,0.48037443,0.9210592,0.91986895
2472,2472,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,e1ff04c37ab54896a8da5acc0cdb6e17,73,Boiga kraepelini,0,0.31527722,0.53273064,0.74461645,0.64803475
2473,2473,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,3c278708c0e14dbd80a24631e64d3f5b,73,Boiga kraepelini,0,0.35406122,0.49206477,0.9402005,0.6522421
2474,2474,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,ec5d2a86aa404a3298ae90f9b6dda765,73,Boiga kraepelini,0,0.4061669,0.6260154,0.6859938,0.70755595
2475,2475,Boiga kraepelini,China,Asia,Boiga,Colubridae,ade5b5be78584d80b31287a93ddfab2b,73,Boiga kraepelini,0,0.34158915,0.34210628,0.67127746,0.61465245
2476,2476,Boiga kraepelini,China,Asia,Boiga,Colubridae,e47ba87ea2b44dea8e5f7ff963414d06,73,Boiga kraepelini,0,0.46033853,0.62555635,0.24747787,0.2302674
2477,2477,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,a82609ebdc884dce860a831cdd9e71fe,73,Boiga kraepelini,0,0.49370733,0.50633806,0.7827264,0.72888494
2478,2478,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,28ab54cf5ab2444dbda3bcdf81c18b81,73,Boiga kraepelini,0,0.37029585,0.64679503,0.6085466,0.7928572
2479,2479,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,5a5b4a55afa04dc0b344fabc468950aa,73,Boiga kraepelini,0,0.43491757,0.64397866,0.7079102,0.7782972
2480,2480,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,80be14cce9a84820b56fa23f0abde44f,73,Boiga kraepelini,0,0.6201844,0.5593931,0.6511719,0.75840586
2481,2481,Boiga kraepelini,China,Asia,Boiga,Colubridae,6d07b9674b344df086d1bfad8e4afd8b,73,Boiga kraepelini,0,0.5028957,0.54144067,0.76263535,0.8506194
2482,2482,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,94d722e7b0ac41a5a3e2e9d747ad873d,73,Boiga kraepelini,0,0.46162236,0.4985243,0.89812285,0.8481249
2483,2483,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,8f1feb1619af47a58a615fa13d2cd5a4,73,Boiga kraepelini,0,0.40238503,0.5944309,0.837889,0.73136574
2484,2484,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,6d553ab98e444d959bd86e62df3309a6,73,Boiga kraepelini,0,0.43005568,0.6406204,0.6777807,0.69715065
2485,2485,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,3fdbe7df632d40ceb990390ba1f2c652,73,Boiga kraepelini,0,0.46379906,0.44044945,0.634034,0.76478606
2486,2486,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,a244fb9eebb24ea4ba9bcd78f616a034,73,Boiga kraepelini,0,0.7075985,0.6164962,0.38813224,0.46651804
2487,2487,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,c8334e1e7c674aa1b380a528167cdcfb,73,Boiga kraepelini,0,0.36258852,0.50631976,0.79150325,0.6772
2488,2488,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,e2d85765620542279fa3926808360ecd,73,Boiga kraepelini,0,0.4901967,0.45430604,0.8172229,0.97646236
2489,2489,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,acbad428bc924e688d6bca21081c7f4b,73,Boiga kraepelini,0,0.6882611,0.41019058,0.82862186,0.6437934
2490,2490,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,8807a4b20bab4090a895ed7a5c38f2e0,73,Boiga kraepelini,0,0.47815564,0.49684212,0.90206736,0.916428
2491,2491,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,2d2197a34a0b4006921b142882c02d04,73,Boiga kraepelini,0,0.53650296,0.5768464,0.79535085,0.4226898
2492,2492,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,702da913fe3a43b1bf8cb2269475f0a2,73,Boiga kraepelini,0,0.49158123,0.49479532,0.9268239,0.9129714
2493,2493,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,502047e5d198421fa3c9e195a4bc5542,73,Boiga kraepelini,0,0.4671542,0.46105686,0.8269523,0.6919808
2494,2494,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,422cd0bc55a14d21b7ba4d9976cb1148,73,Boiga kraepelini,0,0.46195817,0.35856885,0.6728791,0.8391834
2495,2495,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,fca7faf26d7f4cc0880334aaf105dc51,73,Boiga kraepelini,0,0.3369381,0.6312033,0.7597868,0.60968834
2496,2496,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,1fb692dbb7c34fabb3fd48debf17e75c,73,Boiga kraepelini,0,0.29921663,0.57914346,0.882812,0.5994289
2497,2497,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,95be09cdb76f4b26a9f9e33bd65c426c,73,Boiga kraepelini,0,0.6133852,0.5219548,0.82321054,0.45733276
2498,2498,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,d87b725b73ae4315819dcc40bbcd3d08,73,Boiga kraepelini,0,0.35839152,0.6045555,0.78080064,0.6771976
2499,2499,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,04b2252edaf243509e16f199f30bcf04,73,Boiga kraepelini,0,0.60061586,0.49701688,0.9636288,0.6662141
2500,2500,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,d051ae0b2c094adca1e241b6c5f0050d,73,Boiga kraepelini,0,0.4482175,0.5103908,0.6313789,0.79350233
2501,2501,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,394dc65545484e0b9e46b97b02bd4994,73,Boiga kraepelini,0,0.46506205,0.6912339,0.62609506,0.8591243
2502,2502,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,2aa08e27bf9f4142af65a8b37f440874,73,Boiga kraepelini,0,0.58280146,0.6838545,0.51372635,0.7718759
2503,2503,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,87f181645ed54718a0a848ff8921cde3,73,Boiga kraepelini,0,0.4679298,0.6298733,0.51187265,0.9241802
2504,2504,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,81324cc7d92747f9a680074d05a7d46f,73,Boiga kraepelini,0,0.46424192,0.40564427,0.62937,0.80924404
2505,2505,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,55e783e669c24fe09d5a75d6ec6d8829,73,Boiga kraepelini,0,0.5030166,0.49387,0.8103735,0.9041395
2506,2506,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,53dddf00cd76486a975616e24a456544,73,Boiga kraepelini,0,0.38164052,0.59521663,0.76777303,0.8080421
2507,2507,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,f63cd740e916493fba43f4302adcd935,73,Boiga kraepelini,0,0.31785834,0.36833254,0.764844,0.5999167
2508,2508,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,d372361d20094adcb21c1a8e1e9d9f31,73,Boiga kraepelini,0,0.3173514,0.4447119,0.7474819,0.58092886
2509,2509,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,c7684b54cd5746c69ed5f7e40074a341,73,Boiga kraepelini,0,0.49427038,0.481207,0.989552,0.992938
2510,2510,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,059e9bca385c4d53817e71116eff224c,73,Boiga kraepelini,0,0.60299873,0.5821879,0.8880078,0.65957403
2511,2511,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,b93cf3427dc244dc9adfb3b783f98489,73,Boiga kraepelini,0,0.49261203,0.58475405,0.90739053,0.8279698
2512,2512,Boiga kraepelini,China,Asia,Boiga,Colubridae,594184b0b4354c9ea8a84f9312ab8444,73,Boiga kraepelini,0,0.36224997,0.7080273,0.44481418,0.739857
2513,2513,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,a7dddc92cf544af4849685662e776f2a,73,Boiga kraepelini,0,0.5419405,0.5898593,0.8129718,0.8444354
2514,2514,Boiga kraepelini,China,Asia,Boiga,Colubridae,a8e35d2fd102454abeb1ac36dcbcd069,73,Boiga kraepelini,0,0.5779933,0.52535564,0.76399636,0.8082701
2515,2515,Boiga kraepelini,China,Asia,Boiga,Colubridae,17c428688bac4cc98390946a4c944ee2,73,Boiga kraepelini,0,0.48982668,0.4440388,0.82908034,0.8738469
2516,2516,Boiga kraepelini,China,Asia,Boiga,Colubridae,10414be1d9e94e05bd36deefa9bf4e2d,73,Boiga kraepelini,0,0.3793166,0.33675843,0.71586126,0.7615712
2517,2517,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,8b8761c8b8a2499da2a25dd6a3e2f26b,73,Boiga kraepelini,0,0.673663,0.6281878,0.7332407,0.71192884
2518,2518,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,fa169e2973504399a0e8ee566840fc2b,73,Boiga kraepelini,0,0.61802834,0.6604726,0.597782,0.9601051
2519,2519,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,a753b2edc8934b65be92a1fc784b9bf9,73,Boiga kraepelini,0,0.4426464,0.55663586,0.6368067,0.6224451
2520,2520,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,791cd39948de462aa21c2decfb252f9f,73,Boiga kraepelini,0,0.49774975,0.49561492,0.9512283,1.0882788
2521,2521,Boiga kraepelini,China,Asia,Boiga,Colubridae,2dcbdd9c904d4ab6a6bf855ce4850d75,73,Boiga kraepelini,0,0.6429371,0.46830276,0.5967094,0.7172248
2522,2522,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,b3948ef0f4d2472eb9d9eaec428f8175,73,Boiga kraepelini,0,0.49894342,0.49853438,1.0152866,0.97455496
2523,2523,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,c06223a4d92f4c8690a9f72dbc1873a7,73,Boiga kraepelini,0,0.48950016,0.50393766,0.86326164,0.9477263
2524,2524,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,682f919aa05242c4bac2127704dfd497,73,Boiga kraepelini,0,0.4848686,0.5099737,0.74802077,0.39195466
2525,2525,Boiga kraepelini,China,Asia,Boiga,Colubridae,73ae07c8341a4eb1b9f71d93b68b4a87,73,Boiga kraepelini,0,0.46872583,0.530629,0.5357518,0.5240785
2526,2526,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,11758bc0b33e4111b840166c8e4cb1b6,73,Boiga kraepelini,0,0.6764661,0.46966574,0.97533274,0.70110273
2527,2527,Boiga kraepelini,China,Asia,Boiga,Colubridae,81a5a89ddea3492883e0e525aa8c9fea,73,Boiga kraepelini,0,0.6332916,0.56272995,0.5164737,0.8278685
2528,2528,Boiga kraepelini,unknown,unknown,Boiga,Colubridae,c491c81b9c144fe4b1634ea33b29bcfc,73,Boiga kraepelini,0,0.3804535,0.5803909,0.586276,0.7001964
2529,2529,Boiga kraepelini,Taiwan,Asia,Boiga,Colubridae,8a95742719684b98ac0ce346a6fc9a4e,73,Boiga kraepelini,0,0.28507748,0.6370783,0.7030146,0.5295579
